"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2021","258","Virginia","ACC","Coastal","4.6","12","6","6","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2021","338","Kennesaw State","Big South","","0","13","11","2","0","7","7","0","0","6","6","0","0","7","5","2","0"
"2021","2579","South Carolina","SEC","East","6.9","13","7","6","0","8","3","5","0","7","5","2","0","5","1","4","0"
"2021","2504","Prairie View A&M","SWAC","West","0","12","7","5","0","9","6","3","0","5","4","1","0","7","3","4","0"
"2021","302","UC Davis","Big Sky","","0.5","12","8","4","0","8","5","3","0","5","3","2","0","7","5","2","0"
"2021","2029","Arkansas-Pine Bluff","SWAC","West","0","11","2","9","0","8","1","7","0","5","2","3","0","6","0","6","0"
"2021","210","Millersville","Pennsylvania State Athletic","Eastern","0","11","2","9","0","10","2","8","0","6","1","5","0","5","1","4","0"
"2021","2205","Edinboro University","Pennsylvania State Athletic","Western","0","10","4","6","0","10","4","6","0","5","1","4","0","5","3","2","0"
"2021","2016","Alcorn State","SWAC","West","0","11","6","5","0","8","5","3","0","3","3","0","0","7","3","4","0"
"2021","2913","Brevard College","USA South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2021","83","Depauw","North Coast","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2021","2043","Augustana University (SD)","Northern Sun","South","0","12","9","3","0","12","9","3","0","6","5","1","0","6","4","2","0"
"2021","2110","Central Arkansas","AWC","","0","11","5","6","0","7","3","4","0","5","2","3","0","6","3","3","0"
"2021","236","Chattanooga","Southern","","0.2","11","6","5","0","8","5","3","0","5","3","2","0","6","3","3","0"
"2021","252","BYU","FBS Independents","","8.3","13","10","3","0","0","0","0","0","6","5","1","0","5","4","1","0"
"2021","97","Louisville","ACC","Atlantic","8.8","13","6","7","0","8","4","4","0","7","4","3","0","4","2","2","0"
"2021","251","Texas","Big 12","","5.6","12","5","7","0","9","3","6","0","6","4","2","0","5","1","4","0"
"2021","2097","Campbell","Big South","","0","11","3","8","0","7","2","5","0","5","1","4","0","6","2","4","0"
"2021","613","South Dakota Mines","Rocky Mountain","","0","11","6","5","0","9","4","5","0","6","3","3","0","5","3","2","0"
"2021","2424","New Mexico Highlands","Rocky Mountain","","0","11","5","6","0","9","4","5","0","5","2","3","0","6","3","3","0"
"2021","2830","St. Anselm","Northeast 10","","0","9","3","6","0","8","3","5","0","4","3","1","0","5","0","5","0"
"2021","278","Fresno State","Mountain West","West","8.3","13","10","3","0","8","6","2","0","6","5","1","0","6","4","2","0"
"2021","164","Rutgers","Big Ten","East","4.1","13","5","8","0","9","2","7","0","6","2","4","0","6","3","3","0"
"2021","2643","The Citadel","Southern","","0","11","4","7","0","8","3","5","0","6","3","3","0","5","1","4","0"
"2021","2304","Johnson C Smith","CIAA","Southern","0","8","1","7","0","6","1","5","0","5","1","4","0","3","0","3","0"
"2021","257","Richmond","CAA","","0.1","11","6","5","0","8","4","4","0","6","4","2","0","5","2","3","0"
"2021","2224","Findlay","Great Midwest Athletic","","0","12","8","4","0","7","6","1","0","6","4","2","0","6","4","2","0"
"2021","2022","American International","Northeast 10","","0","10","4","6","0","9","3","6","0","4","1","3","0","6","3","3","0"
"2021","41","UConn","FBS Independents","","1.5","12","1","11","0","0","0","0","0","6","1","5","0","6","0","6","0"
"2021","2572","Southern Miss","Conference USA","West","4.3","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2021","11","Colorado Mesa","Rocky Mountain","","0","10","8","2","0","9","7","2","0","5","5","0","0","5","3","2","0"
"2021","2107","Catawba","South Atlantic","","0","9","5","4","0","6","2","4","0","6","5","1","0","3","0","3","0"
"2021","2440","Nevada","Mountain West","West","6.5","13","8","5","0","8","5","3","0","6","5","1","0","6","3","3","0"
"2021","8","Arkansas","SEC","West","9.2","13","9","4","0","8","4","4","0","7","6","1","0","4","1","3","0"
"2021","98","Western Kentucky","Conference USA","East","8.2","14","9","5","0","9","7","2","0","6","4","2","0","7","4","3","0"
"2021","101784","ERSKINE","Independent DII","","0","11","3","8","0","2","1","1","0","7","3","4","0","4","0","4","0"
"2021","137","Missouri Western","Mid America","","0","11","6","5","0","11","6","5","0","6","4","2","0","5","2","3","0"
"2021","2619","Stony Brook","CAA","","0.1","11","5","6","0","8","4","4","0","5","3","2","0","6","2","4","0"
"2021","160","New Hampshire","CAA","","0","11","3","8","0","8","2","6","0","5","1","4","0","6","2","4","0"
"2021","2459","Northern Illinois","Mid-American","West","8.7","14","9","5","0","9","7","2","0","6","4","2","0","6","4","2","0"
"2021","96","Kentucky","SEC","East","8.5","13","10","3","0","8","5","3","0","7","6","1","0","5","3","2","0"
"2021","134","Minnesota Duluth","Northern Sun","North","0","12","9","3","0","11","9","2","0","6","4","2","0","6","5","1","0"
"2021","2754","Youngstown State","MVFC","","0","10","3","7","0","8","2","6","0","5","2","3","0","5","1","4","0"
"2021","2170","Delta State","Gulf South","","0","11","5","6","0","8","3","5","0","6","4","2","0","5","1","4","0"
"2021","2371","Mary Hardin-Baylor","American Southwest","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","2678","VMI","Southern","","0","11","6","5","0","8","4","4","0","5","4","1","0","6","2","4","0"
"2021","2560","Shorter","Gulf South","","0","10","3","7","0","6","0","6","0","5","2","3","0","5","1","4","0"
"2021","2567","SMU","American Athletic","West","6.9","12","8","4","0","8","4","4","0","6","5","1","0","6","3","3","0"
"2021","265","Washington State","Pac-12","North","5.6","13","7","6","0","9","6","3","0","7","4","3","0","5","3","2","0"
"2021","2339","Lincoln (PA)","CIAA","Northern","0","10","1","9","0","7","1","6","0","5","1","4","0","5","0","5","0"
"2021","2033","Arkansas Tech","Great American","","0","11","4","7","0","11","4","7","0","6","2","4","0","5","2","3","0"
"2021","2426","Navy","American Athletic","West","7","12","4","8","0","8","3","5","0","6","1","5","0","6","3","3","0"
"2021","2188","East Stroudsburg University","Pennsylvania State Athletic","Eastern","0","11","5","6","0","10","4","6","0","6","4","2","0","5","1","4","0"
"2021","2393","Middle Tennessee","Conference USA","East","6.1","13","7","6","0","8","4","4","0","5","4","1","0","7","2","5","0"
"2021","2823","Northwestern Oklahoma State","Great American","","0","10","1","9","0","10","1","9","0","5","1","4","0","5","0","5","0"
"2021","341","Frostburg State","Mountain East","","0","11","10","1","0","10","9","1","0","5","5","0","0","6","5","1","0"
"2021","271","Wisconsin-Oshkosh","Wisconsin","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2021","2569","South Carolina State","MEAC","","0","12","7","5","0","5","5","0","0","4","3","1","0","7","3","4","0"
"2021","2448","North Carolina A&T","Big South","","0","11","5","6","0","7","3","4","0","5","3","2","0","6","2","4","0"
"2021","2534","Sam Houston","AWC","","0","12","11","1","0","8","8","0","0","7","6","1","0","5","5","0","0"
"2021","77","Northwestern","Big Ten","West","3.4","12","3","9","0","9","1","8","0","6","3","3","0","5","0","5","0"
"2021","295","Old Dominion","Conference USA","East","6.9","13","6","7","0","8","5","3","0","6","4","2","0","6","2","4","0"
"2021","235","Memphis","American Athletic","West","6.4","12","6","6","0","8","3","5","0","7","5","2","0","5","1","4","0"
"2021","2710","Western Illinois","MVFC","","0.1","11","2","9","0","8","2","6","0","5","1","4","0","6","1","5","0"
"2021","2940","Livingstone","CIAA","Southern","0","9","1","8","0","6","1","5","0","4","1","3","0","5","0","5","0"
"2021","2261","Hampton","Big South","","0","11","5","6","0","7","3","4","0","6","3","3","0","4","1","3","0"
"2021","2050","Ball State","Mid-American","West","4.2","13","6","7","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2021","2682","Walsh","Great Midwest Athletic","","0","9","2","7","0","7","1","6","0","4","0","4","0","5","2","3","0"
"2021","2060","Bentley","Northeast 10","","0","11","9","2","0","10","8","2","0","5","5","0","0","6","4","2","0"
"2021","2570","CSU Pueblo","Rocky Mountain","","0","11","6","5","0","9","6","3","0","5","3","2","0","6","3","3","0"
"2021","559","University of Mary","Northern Sun","North","0","11","4","7","0","11","4","7","0","5","2","3","0","6","2","4","0"
"2021","2011","Alabama State","SWAC","East","0","11","5","6","0","8","3","5","0","5","5","0","0","6","0","6","0"
"2021","2210","Elon","CAA","","0","11","6","5","0","8","5","3","0","5","2","3","0","6","4","2","0"
"2021","58","South Florida","American Athletic","East","3.3","12","2","10","0","8","1","7","0","6","2","4","0","6","0","6","0"
"2021","2439","UNLV","Mountain West","West","3.1","12","2","10","0","8","2","6","0","6","1","5","0","6","1","5","0"
"2021","2640","Texas Southern","SWAC","West","0","10","2","8","0","8","2","6","0","4","1","3","0","6","1","5","0"
"2021","2882","UNC Pembroke","Mountain East","","0","10","5","5","0","9","5","4","0","5","3","2","0","5","2","3","0"
"2021","2323","Lane College","SIAC","West","0","10","6","4","0","7","4","3","0","2","1","1","0","8","5","3","0"
"2021","389","Upper Iowa University","Northern Sun","South","0","11","1","10","0","11","1","10","0","5","1","4","0","6","0","6","0"
"2021","2382","Mercer","Southern","","0","10","7","3","0","8","6","2","0","5","4","1","0","5","3","2","0"
"2021","276","Marshall","Conference USA","East","7.4","13","7","6","0","8","5","3","0","6","3","3","0","6","4","2","0"
"2021","2582","Southern","SWAC","West","0","11","4","7","0","8","3","5","0","7","2","5","0","2","1","1","0"
"2021","437","Lake Erie","Great Midwest Athletic","","0","11","5","6","0","7","2","5","0","5","1","4","0","6","4","2","0"
"2021","311","Maine","CAA","","1","11","6","5","0","8","4","4","0","5","2","3","0","6","4","2","0"
"2021","228","Clemson","ACC","Atlantic","8.7","13","10","3","0","8","6","2","0","6","6","0","0","5","3","2","0"
"2021","2026","App State","Sun Belt","West","11.3","14","10","4","0","9","7","2","0","7","7","0","0","6","3","3","0"
"2021","2653","Troy","Sun Belt","East","4.9","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0"
"2021","277","West Virginia","Big 12","","6","13","6","7","0","9","4","5","0","6","4","2","0","6","2","4","0"
"2021","2296","Jackson State","SWAC","East","0.3","13","11","2","0","9","9","0","0","7","7","0","0","5","4","1","0"
"2021","38","Colorado","Pac-12","South","3.2","12","4","8","0","9","3","6","0","6","4","2","0","5","0","5","0"
"2021","2623","Missouri State","MVFC","","0.1","12","8","4","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2021","2583","Southern Connecticut State","Northeast 10","","0","10","4","6","0","9","3","6","0","4","2","2","0","6","2","4","0"
"2021","36","Colorado State","Mountain West","Mountain","6.1","12","3","9","0","8","2","6","0","6","1","5","0","6","2","4","0"
"2021","2134","Clarion","Pennsylvania State Athletic","Western","0","10","0","10","0","9","0","9","0","6","0","6","0","4","0","4","0"
"2021","2886","Northwood (MI)","GLIAC","","0","10","1","9","0","8","1","7","0","5","1","4","0","5","0","5","0"
"2021","2842","UVA Wise","South Atlantic","","0","11","5","6","0","8","4","4","0","6","3","3","0","5","2","3","0"
"2021","171","Columbia","Ivy","","0","10","7","3","0","7","4","3","0","5","4","1","0","5","3","2","0"
"2021","2704","West Texas A&M","Lone Star","","0","11","7","4","0","7","5","2","0","7","5","2","0","4","2","2","0"
"2021","2657","Tuskegee","SIAC","West","0","11","3","8","0","7","2","5","0","7","2","5","0","4","1","3","0"
"2021","201","Oklahoma","Big 12","","8.4","13","11","2","0","9","7","2","0","7","7","0","0","4","2","2","0"
"2021","16","Sacramento State","Big Sky","","0","12","9","3","0","8","8","0","0","6","4","2","0","6","5","1","0"
"2021","395","St. Augustine's","CIAA","Southern","0","8","1","7","0","7","1","6","0","4","1","3","0","4","0","4","0"
"2021","239","Baylor","Big 12","","10.2","14","12","2","0","10","8","2","0","7","7","0","0","5","3","2","0"
"2021","2627","Tarleton State","AWC","","0","11","6","5","0","7","3","4","0","7","5","2","0","4","1","3","0"
"2021","2191","East Central (OK)","Great American","","0","11","7","4","0","11","7","4","0","5","3","2","0","6","4","2","0"
"2021","50","Florida A&M","SWAC","East","0.1","12","9","3","0","8","7","1","0","6","5","1","0","6","4","2","0"
"2021","2019","Allen","SIAC","East","0","8","3","5","0","4","1","3","0","3","1","2","0","5","2","3","0"
"2021","145","Ole Miss","SEC","West","9","13","10","3","0","8","6","2","0","7","7","0","0","4","2","2","0"
"2021","6","South Alabama","Sun Belt","East","6.7","12","5","7","0","8","2","6","0","6","4","2","0","6","1","5","0"
"2021","2844","Wayne State (NE)","Northern Sun","South","0","11","7","4","0","11","7","4","0","5","3","2","0","6","4","2","0"
"2021","490","Benedict College","SIAC","East","0","10","5","5","0","9","4","5","0","6","3","3","0","4","2","2","0"
"2021","2264","Harding University","Great American","","0","13","11","2","0","11","10","1","0","7","6","1","0","6","5","1","0"
"2021","183","Syracuse","ACC","Atlantic","6.6","12","5","7","0","8","2","6","0","7","3","4","0","5","2","3","0"
"2021","2805","Clark Atlanta","SIAC","East","0","10","2","8","0","8","1","7","0","5","1","4","0","5","1","4","0"
"2021","147","Montana State","Big Sky","","0","15","12","3","0","8","7","1","0","8","8","0","0","6","4","2","0"
"2021","43","Yale","Ivy","","0","10","5","5","0","7","4","3","0","5","3","2","0","5","2","3","0"
"2021","256","James Madison","CAA","","0","14","12","2","0","8","7","1","0","8","7","1","0","6","5","1","0"
"2021","2816","McKendree","Great Lakes","","0","9","2","7","0","6","2","4","0","4","0","4","0","5","2","3","0"
"2021","130","Michigan","Big Ten","East","11.7","14","12","2","0","10","9","1","0","7","7","0","0","5","4","1","0"
"2021","55","Jacksonville State","AWC","","0.2","11","5","6","0","6","3","3","0","5","3","2","0","5","2","3","0"
"2021","333","Alabama","SEC","West","11","15","13","2","0","9","8","1","0","7","7","0","0","4","3","1","0"
"2021","2736","Winston-Salem","CIAA","Southern","0","9","3","6","0","7","3","4","0","3","2","1","0","6","1","5","0"
"2021","2837","East Texas A&M","Lone Star","","0","11","7","4","0","7","5","2","0","7","4","3","0","4","3","1","0"
"2021","227","Rhode Island","CAA","","0.9","11","7","4","0","8","4","4","0","5","4","1","0","6","3","3","0"
"2021","587","Notre Dame College","Mountain East","","0","13","11","2","0","10","9","1","0","7","7","0","0","6","4","2","0"
"2021","2348","Louisiana Tech","Conference USA","West","4.1","12","3","9","0","8","2","6","0","6","3","3","0","6","0","6","0"
"2021","2641","Texas Tech","Big 12","","7","13","7","6","0","9","3","6","0","6","3","3","0","5","2","3","0"
"2021","2335","Liberty","FBS Independents","","7.9","13","8","5","0","0","0","0","0","6","4","2","0","6","3","3","0"
"2021","330","Virginia St","CIAA","Northern","0","9","3","6","0","7","3","4","0","5","3","2","0","4","0","4","0"
"2021","2714","Western Colorado","Rocky Mountain","","0","12","10","2","0","9","8","1","0","8","7","1","0","4","3","1","0"
"2021","2428","North Carolina Central","MEAC","","0","11","6","5","0","5","4","1","0","5","3","2","0","5","2","3","0"
"2021","282","Indiana State","MVFC","","0","11","5","6","0","8","3","5","0","5","3","2","0","6","2","4","0"
"2021","194","Ohio State","Big Ten","East","9.9","13","11","2","0","9","8","1","0","7","6","1","0","5","4","1","0"
"2021","2168","Dayton","Pioneer","","0","10","6","4","0","8","5","3","0","5","4","1","0","5","2","3","0"
"2021","2193","East Tennessee State","Southern","","1","13","11","2","0","8","7","1","0","7","7","0","0","6","4","2","0"
"2021","193","Miami (OH)","Mid-American","East","8.3","13","7","6","0","8","5","3","0","5","5","0","0","7","1","6","0"
"2021","99","LSU","SEC","West","7.2","13","6","7","0","8","3","5","0","7","5","2","0","5","1","4","0"
"2021","2123","Chadron St","Rocky Mountain","","0","11","6","5","0","9","5","4","0","5","3","2","0","6","3","3","0"
"2021","2635","Tennessee Tech","OVC","","0","11","3","8","0","6","1","5","0","5","2","3","0","6","1","5","0"
"2021","322","Lafayette","Patriot","","0","11","3","8","0","6","2","4","0","5","2","3","0","6","1","5","0"
"2021","238","Vanderbilt","SEC","East","0.9","12","2","10","0","8","0","8","0","7","1","6","0","5","1","4","0"
"2021","2634","Tennessee State","OVC","","0","11","5","6","0","7","4","3","0","4","3","1","0","7","2","5","0"
"2021","351","Wingate","South Atlantic","","0","10","7","3","0","7","5","2","0","5","4","1","0","5","3","2","0"
"2021","2166","Davidson","Pioneer","","0","11","8","3","0","8","7","1","0","5","5","0","0","6","3","3","0"
"2021","2369","Mars Hill","South Atlantic","","0","11","8","3","0","8","6","2","0","7","6","1","0","4","2","2","0"
"2021","2916","Incarnate Word","Southland","","0.6","13","10","3","0","8","7","1","0","6","6","0","0","7","4","3","0"
"2021","2315","Kutztown University","Pennsylvania State Athletic","Eastern","0","13","11","2","0","11","9","2","0","8","7","1","0","5","4","1","0"
"2021","349","Army","FBS Independents","","10","13","9","4","0","0","0","0","0","7","5","2","0","4","2","2","0"
"2021","301","San Diego","Pioneer","","0","11","7","4","0","8","7","1","0","6","4","2","0","5","3","2","0"
"2021","2148","Concord University","Mountain East","","0","10","4","6","0","10","4","6","0","5","3","2","0","5","1","4","0"
"2021","2822","North Greenville","Gulf South","","0","11","5","6","0","7","2","5","0","5","2","3","0","6","3","3","0"
"2021","2199","Eastern Michigan","Mid-American","West","4.5","13","7","6","0","8","4","4","0","6","4","2","0","6","3","3","0"
"2021","2122","Central Oklahoma","Mid America","","0","11","4","7","0","11","4","7","0","5","2","3","0","6","2","4","0"
"2021","2477","Ohio Dominican","Great Midwest Athletic","","0","11","7","4","0","7","4","3","0","5","3","2","0","6","4","2","0"
"2021","2377","McNeese","Southland","","0","11","4","7","0","8","3","5","0","5","1","4","0","6","3","3","0"
"2021","2699","West Liberty","Mountain East","","0","11","4","7","0","10","4","6","0","6","2","4","0","5","2","3","0"
"2021","2587","Southwest Minnesota State","Northern Sun","South","0","11","2","9","0","11","2","9","0","5","0","5","0","6","2","4","0"
"2021","611","Seton Hill","Pennsylvania State Athletic","Western","0","11","5","6","0","10","4","6","0","6","2","4","0","5","3","2","0"
"2021","68","Boise State","Mountain West","Mountain","6.6","12","7","5","0","8","5","3","0","6","3","3","0","6","4","2","0"
"2021","2201","Eastern New Mexico","Lone Star","","0","10","3","7","0","7","1","6","0","6","2","4","0","4","1","3","0"
"2021","2900","St. Thomas (MN)","Pioneer","","0","10","7","3","0","8","6","2","0","4","4","0","0","6","3","3","0"
"2021","2586","Southwest Baptist","Great Lakes","","0","11","4","7","0","7","3","4","0","6","1","5","0","5","3","2","0"
"2021","2755","Grambling","SWAC","West","0","11","4","7","0","8","3","5","0","4","3","1","0","6","0","6","0"
"2021","2198","Eastern Kentucky","AWC","","0","11","7","4","0","7","5","2","0","6","5","1","0","5","2","3","0"
"2021","2681","Wagner","NEC","","0.1","11","0","11","0","7","0","7","0","5","0","5","0","6","0","6","0"
"2021","2804","Chowan","CIAA","Northern","0","10","7","3","0","7","4","3","0","5","3","2","0","5","4","1","0"
"2021","2633","Tennessee","SEC","East","8.1","13","7","6","0","8","4","4","0","8","5","3","0","4","2","2","0"
"2021","2309","Kent State","Mid-American","East","6.7","14","7","7","0","9","6","3","0","5","5","0","0","7","2","5","0"
"2021","2001","Adams State","Rocky Mountain","","0","11","1","10","0","9","1","8","0","5","1","4","0","6","0","6","0"
"2021","319","Oklahoma Baptist","Great American","","0","11","7","4","0","11","7","4","0","5","3","2","0","6","4","2","0"
"2021","129","Saginaw Valley State","GLIAC","","0","11","7","4","0","8","5","3","0","5","4","1","0","6","3","3","0"
"2021","110254","Davenport","GLIAC","","0","10","2","8","0","9","2","7","0","5","1","4","0","5","1","4","0"
"2021","2116","UCF","American Athletic","East","7.3","13","9","4","0","8","5","3","0","7","7","0","0","5","1","4","0"
"2021","2559","Shippensburg","Pennsylvania State Athletic","Eastern","0","11","9","2","0","10","8","2","0","6","6","0","0","5","3","2","0"
"2021","124180","Bluefield State","Independent DII","","0","6","3","3","0","2","0","2","0","2","1","1","0","4","2","2","0"
"2021","259","Virginia Tech","ACC","Coastal","6.9","13","6","7","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2021","2247","Georgia State","Sun Belt","West","8.5","13","8","5","0","8","6","2","0","6","4","2","0","6","3","3","0"
"2021","2692","Weber State","Big Sky","","0","11","6","5","0","8","5","3","0","5","1","4","0","6","5","1","0"
"2021","132","Bemidji State","Northern Sun","North","0","13","10","3","0","12","10","2","0","6","5","1","0","7","5","2","0"
"2021","399","UAlbany","CAA","","0","11","2","9","0","8","1","7","0","5","2","3","0","6","0","6","0"
